47,28971503;38,96554545
47,28711622;38,9665325
47,28361201;38,96794871
47,28080847;38,96897868
47,27791716;38,97005156
47,27692415;38,96558836
47,2758435;38,96112517
47,2750549;38,95726279
47,27394501;38,95769194
47,27366753;38,95784214
47,27405454;38,9596875
47,27444884;38,96157578
47,27324401;38,96183327
47,27198802;38,96198348
47,27178356;38,96013812
47,27114825;38,96020249
47,27121397;38,96167234
47,27062248;38,96170453
47,26987762;38,96175817
47,26986301;38,96102861
47,26985571;38,96035269
47,26992143;38,95979479
47,26985571;38,95935491
47,26970235;38,95902232
47,26960742;38,95864681
47,26967314;38,9578636
47,26967314;38,95699457
47,26958551;38,95625428
47,26935183;38,95524577
47,26908163;38,95454839
47,26872379;38,95393685
47,26831484;38,95313219
47,26784745;38,952467
47,26736546;38,95188764
47,26693459;38,95124391
47,26653292;38,95060018
47,26595597;38,94997791
47,26552509;38,94948438
47,26505768;38,94899086
47,26438577;38,94815401
47,2640133;38,94766048
47,26361161;38,94718841
47,26310767;38,94676999
47,26269867;38,94653395
47,26225315;38,94605115
47,26179302;38,94546107
47,26131827;38,94477442
47,26100421;38,94431308
47,26086544;38,94419507
47,26035417;38,94389466
47,26006201;38,943723
47,25990132;38,94366935
47,25966759;38,94375518
47,25939734;38,94389466
47,25927317;38,94381956
47,25917822;38,94374445
47,25909057;38,94356206
47,25897371;38,94332603
47,25882762;38,94327239
47,25873997;38,94341186
47,25865963;38,94344405
47,2586085;38,94332603
47,25857198;38,94320801
47,25855737;38,94305781
47,25845511;38,94285396
47,25824329;38,94254282
47,25796573;38,9422746
47,25762973;38,94207076
47,25734486;38,94195274
47,25705269;38,94183472
47,25680434;38,94173816
47,25662173;38,94144848
47,25636607;38,94124464
47,25601546;38,94097641
47,25567945;38,94075111
47,25532152;38,94046143
47,25492707;38,94015029
47,25458375;38,93988207
47,25424773;38,93959239
47,25381675;38,93938855
47,25337846;38,93919543
47,2528452;38,93891648
47,25232654;38,93864826
47,25175675;38,93830493
47,2513988;38,938144
47,25109198;38,9380689
47,25079977;38,93802598
47,25047834;38,93798307
47,25029571;38,93810109
47,24999619;38,93818692
47,2497405;38,93819765
47,24952864;38,93819765
47,24925834;38,93816546
47,24892229;38,93809036
47,24860085;38,93810109
47,24833784;38,93815473
47,24826479;38,93813327
47,24819173;38,93802598
47,24809676;38,93785432
47,24798718;38,93778995
47,24781915;38,93794015
47,24757806;38,93813327
47,24719085;38,93820837
47,24697899;38,93822983
47,24681095;38,93818692
47,24648219;38,93810109
47,24614612;38,93800453
47,24602192;38,93803671
47,24596347;38,9382191
47,2458685;38,93846587
47,24569316;38,93866971
47,24555434;38,93893794
47,24544475;38,93934563
47,24543745;38,93961385
47,24530594;38,9398177
47,24524018;38,94005373
47,24494794;38,94035414
47,24475068;38,94059018
47,24434884;38,94083694
47,24384472;38,94089058
47,24355977;38,94075111
47,24323099;38,94060091
47,24279261;38,94065455
47,24250766;38,94051507
47,24217887;38,94018248
47,24196699;38,93990353
47,24182816;38,93944219
47,24178432;38,93935636
47,24169665;38,9393349
47,24156513;38,93946365
47,24127287;38,93956021
47,24100983;38,93967823
47,24076871;38,93980697
47,2406445;38,93983916
47,24022802;38,94009665
47,23957772;38,94043997
47,23923429;38,94062236
47,23919776;38,94069746
47,23903701;38,94077257
47,2390297;38,94064382
47,2398846;38,94019321
47,24062988;38,9397426
47,2411998;38,93941
47,24129479;38,93920616
47,24136785;38,93832639
47,24144822;38,93802598
47,24154321;38,93691019
47,24165281;38,93573001
47,24174779;38,93486098
47,24157244;38,93477515
47,24151398;38,93466786
47,24152129;38,93447474
47,24111943;38,93441037
47,24099522;38,93454984
47,2407614;38,93448547
47,24052759;38,9344962
47,24028647;38,93444255
47,24017687;38,93450693
47,24022071;38,93518284
47,24015495;38,93599823
47,24011842;38,93663124
47,24016226;38,93692091
47,24011111;38,93725351
47,24000151;38,93728569
47,23992844;38,93776849
47,23995036;38,93809036
47,23993575;38,93833712
47,23986268;38,93864826
47,23962886;38,93876627
47,23922699;38,93856243
47,23891279;38,93833712
47,23874473;38,93827275
47,2384963;38,93834785
47,238394;38,93860534
47,23830632;38,93886283
47,23799212;38,93881992
47,23763407;38,93868044
47,23740755;38,93849805
47,23720295;38,938144
47,23697643;38,93789724
47,23661107;38,9376612
47,23635532;38,93732861
47,23607764;38,93704966
47,2357342;38,93703893
47,23528114;38,93704966
47,234755;38,93716768
47,23408271;38,93713549
47,23354926;38,93703893
47,23268695;38,93673852
47,23196348;38,9364703
47,23147385;38,93635229
47,2310646;38,93625573
47,23097691;38,93597678
47,23028995;38,93585876
47,22978569;38,93580512
47,22929604;38,93579439
47,22888678;38,93573001
47,22849213;38,93567637
47,22817787;38,93567637
47,22805363;38,93573001
47,2280317;38,93586949
47,227944;38,93598751
47,22778321;38,93596605
47,22752742;38,93594459
47,22693543;38,93596605
47,22629227;38,93597678
47,22587568;38,93604115
47,22555409;38,93608407
47,22499132;38,93613771
47,22458202;38,93618062
47,22417272;38,936245
47,22398269;38,93642739
47,22392422;38,93659905
47,22393883;38,93684581
47,22396076;38,93708185
47,22381458;38,93718914
47,22343451;38,93719986
47,22296673;38,93729642
47,22255011;38,93738225
47,22215541;38,93752173
47,22170224;38,93769339
47,22108826;38,93803671
47,22041579;38,93843368
47,21975063;38,938777
47,21901966;38,93922761
47,21820829;38,9397426
47,21782087;38,93994645
